city,date,temperature,feels_like,humidity,weather,wind_speed
Al Hoceima,2025-01-29 03:00:00,14.54,13.69,63,broken clouds,7.49
Al Hoceima,2025-01-29 06:00:00,13.7,12.88,67,broken clouds,3.44
Al Hoceima,2025-01-29 09:00:00,14.05,13.21,65,overcast clouds,1.9
Al Hoceima,2025-01-29 12:00:00,14.46,13.71,67,overcast clouds,3.44
Al Hoceima,2025-01-29 15:00:00,14.54,13.75,65,overcast clouds,4.29
Al Hoceima,2025-01-29 18:00:00,14.29,13.42,63,overcast clouds,1.03
Al Hoceima,2025-01-29 21:00:00,15.27,14.47,62,light rain,5.23
Al Hoceima,2025-01-30 00:00:00,13.58,13.13,82,moderate rain,13.66
Al Hoceima,2025-01-30 03:00:00,14.33,13.54,66,light rain,14.34
Al Hoceima,2025-01-30 06:00:00,13.23,12.44,70,light rain,14.47
Al Hoceima,2025-01-30 09:00:00,13.26,12.47,70,light rain,16.32
Al Hoceima,2025-01-30 12:00:00,13.54,12.65,65,light rain,16.52
Al Hoceima,2025-01-30 15:00:00,13.42,12.59,68,light rain,16.92
Al Hoceima,2025-01-30 18:00:00,13.22,12.37,68,light rain,15.41
Al Hoceima,2025-01-30 21:00:00,13.49,12.64,67,light rain,12.43
Al Hoceima,2025-01-31 00:00:00,13.15,12.27,67,light rain,11.72
Al Hoceima,2025-01-31 03:00:00,12.65,11.75,68,light rain,7.6
Al Hoceima,2025-01-31 06:00:00,11.96,11.12,73,light rain,6.4
Al Hoceima,2025-01-31 09:00:00,12.89,11.96,66,light rain,6.14
Al Hoceima,2025-01-31 12:00:00,13.37,12.33,60,light rain,3.67
Al Hoceima,2025-01-31 15:00:00,13.4,12.36,60,few clouds,2.57
Al Hoceima,2025-01-31 18:00:00,12.75,11.73,63,clear sky,0.91
Al Hoceima,2025-01-31 21:00:00,12.67,11.69,65,clear sky,2.09
Al Hoceima,2025-02-01 00:00:00,12.68,11.6,61,scattered clouds,2.42
Al Hoceima,2025-02-01 03:00:00,12.83,11.63,56,few clouds,2.81
Al Hoceima,2025-02-01 06:00:00,12.51,11.23,54,few clouds,1.97
Al Hoceima,2025-02-01 09:00:00,13.81,12.5,48,clear sky,2.14
Al Hoceima,2025-02-01 12:00:00,14.89,13.64,46,clear sky,2.27
Guelmim,2025-01-27 15:00:00,27.19,26.05,13,clear sky,4.17
Guelmim,2025-01-27 18:00:00,25.43,24.52,19,clear sky,3.98
Guelmim,2025-01-27 21:00:00,19.74,18.76,38,clear sky,1.4
Guelmim,2025-01-28 00:00:00,14.32,13.19,53,scattered clouds,1.3
Guelmim,2025-01-28 03:00:00,13.08,12.32,72,scattered clouds,1.42
Guelmim,2025-01-28 06:00:00,12.37,12.04,91,broken clouds,1.8
Guelmim,2025-01-28 09:00:00,14.84,14.76,91,scattered clouds,2.1
Guelmim,2025-01-28 12:00:00,21.57,21.04,48,broken clouds,4.98
Guelmim,2025-01-28 15:00:00,23.41,22.75,36,scattered clouds,7.88
Guelmim,2025-01-28 18:00:00,18.04,17.57,64,broken clouds,3.39
Guelmim,2025-01-28 21:00:00,13.81,13.65,92,clear sky,1.57
Guelmim,2025-01-29 00:00:00,12.32,12.11,96,clear sky,1.79
Guelmim,2025-01-29 03:00:00,11.28,10.97,96,broken clouds,0.6
Guelmim,2025-01-29 06:00:00,11.2,10.57,84,broken clouds,1.05
Guelmim,2025-01-29 09:00:00,17.36,16.35,46,clear sky,1.64
Guelmim,2025-01-29 12:00:00,23.73,22.68,20,clear sky,1.05
Guelmim,2025-01-29 15:00:00,26.3,26.3,19,clear sky,4.57
Guelmim,2025-01-29 18:00:00,19.02,18.39,54,clear sky,4.18
Guelmim,2025-01-29 21:00:00,13.27,12.85,84,clear sky,2.18
Guelmim,2025-01-30 00:00:00,11.33,10.97,94,clear sky,1.8
Guelmim,2025-01-30 03:00:00,10.74,10.35,95,broken clouds,2.21
Guelmim,2025-01-30 06:00:00,10.47,9.97,92,broken clouds,2.33
Guelmim,2025-01-30 09:00:00,14.36,13.71,71,clear sky,4.53
Guelmim,2025-01-30 12:00:00,18.21,17.24,44,clear sky,8.91
Guelmim,2025-01-30 15:00:00,17.84,16.7,39,clear sky,11.81
Guelmim,2025-01-30 18:00:00,13.81,12.92,64,broken clouds,9.35
Guelmim,2025-01-30 21:00:00,12.56,11.83,75,overcast clouds,9.07
Guelmim,2025-01-31 00:00:00,10.24,9.41,80,scattered clouds,1.74
Guelmim,2025-01-31 03:00:00,8.24,8.24,85,clear sky,1.08
Guelmim,2025-01-31 06:00:00,6.81,6.81,86,clear sky,0.18
Guelmim,2025-01-31 09:00:00,10.22,9.15,71,broken clouds,0.1
Guelmim,2025-01-31 12:00:00,15.83,14.54,41,broken clouds,1.36
Guelmim,2025-01-31 15:00:00,18.71,17.39,29,broken clouds,6.83
Guelmim,2025-01-31 18:00:00,13.74,12.81,63,scattered clouds,7.14
Guelmim,2025-01-31 21:00:00,11.6,10.9,80,clear sky,4.28
Guelmim,2025-02-01 00:00:00,10.35,9.63,84,clear sky,1.59
Guelmim,2025-02-01 03:00:00,9.24,7.64,85,clear sky,2.94
Guelmim,2025-02-01 06:00:00,11.37,9.48,35,clear sky,7.26
Guelmim,2025-02-01 09:00:00,14.07,12.29,29,clear sky,11.71
Guelmim,2025-02-01 12:00:00,18.57,17.03,21,clear sky,9.04
Settat,2025-01-27 15:00:00,21.04,20.64,55,overcast clouds,5.78
Settat,2025-01-27 18:00:00,19.21,18.91,66,overcast clouds,3.57
Settat,2025-01-27 21:00:00,16.12,15.95,83,broken clouds,1.24
Settat,2025-01-28 00:00:00,15.26,15.24,92,light rain,1.65
Settat,2025-01-28 03:00:00,12.55,12.45,99,light rain,1.96
Settat,2025-01-28 06:00:00,13.3,13.14,94,overcast clouds,2.53
Settat,2025-01-28 09:00:00,13.62,13.36,89,overcast clouds,2.28
Settat,2025-01-28 12:00:00,17.17,16.54,61,broken clouds,5.22
Settat,2025-01-28 15:00:00,18.39,17.17,34,clear sky,5.17
Settat,2025-01-28 18:00:00,12.41,11.25,59,clear sky,4.02
Settat,2025-01-28 21:00:00,8.97,6.66,86,clear sky,4.17
Settat,2025-01-29 00:00:00,8.47,6.68,88,clear sky,2.99
Settat,2025-01-29 03:00:00,7.96,6.15,85,clear sky,2.86
Settat,2025-01-29 06:00:00,6.92,5.55,82,clear sky,2.06
Settat,2025-01-29 09:00:00,10.75,9.55,64,scattered clouds,1.74
Settat,2025-01-29 12:00:00,15.69,14.72,54,scattered clouds,3.44
Settat,2025-01-29 15:00:00,17.13,16.15,48,broken clouds,5.03
Settat,2025-01-29 18:00:00,11.14,10.32,77,overcast clouds,3.16
Settat,2025-01-29 21:00:00,8.13,7.06,90,scattered clouds,1.95
Settat,2025-01-30 00:00:00,10.39,9.73,86,scattered clouds,2.87
Settat,2025-01-30 03:00:00,10.69,10.11,88,light rain,2.76
Settat,2025-01-30 06:00:00,8.08,6.21,83,light rain,2.99
Settat,2025-01-30 09:00:00,10.4,9.43,74,light rain,3.28
Settat,2025-01-30 12:00:00,12.52,11.66,70,light rain,7.6
Settat,2025-01-30 15:00:00,12.74,11.48,54,light rain,7.34
Settat,2025-01-30 18:00:00,9.97,7.75,66,broken clouds,4.49
Settat,2025-01-30 21:00:00,9.19,8.59,75,light rain,1.63
Settat,2025-01-31 00:00:00,8.81,8.04,77,light rain,1.74
Settat,2025-01-31 03:00:00,6.83,6.05,84,light rain,1.49
Settat,2025-01-31 06:00:00,7.79,7.79,81,broken clouds,1.16
Settat,2025-01-31 09:00:00,10.14,9.01,69,light rain,1.17
Settat,2025-01-31 12:00:00,11.97,10.66,55,overcast clouds,2.54
Settat,2025-01-31 15:00:00,12.67,11.35,52,overcast clouds,4.35
Settat,2025-01-31 18:00:00,11.02,9.72,59,overcast clouds,4.61
Settat,2025-01-31 21:00:00,6.23,3.78,88,clear sky,3.3
Settat,2025-02-01 00:00:00,5.77,3.48,88,clear sky,2.93
Settat,2025-02-01 03:00:00,5.25,2.89,85,clear sky,2.88
Settat,2025-02-01 06:00:00,5.05,2.84,79,clear sky,2.64
Settat,2025-02-01 09:00:00,9.21,7.93,60,clear sky,2.44
Settat,2025-02-01 12:00:00,15.36,13.81,33,clear sky,3.84
